ID,iExec,FO,IterAlvo,TotalIter,Tempo
42-800.0.99.0.1.0.005,0,15992,1505,2505,12.507555824
42-800.0.99.0.1.0.005,1,15883,1406,2406,11.952106696
42-800.0.99.0.1.0.005,2,15829,2692,3692,18.425620742
42-800.0.99.0.1.0.005,3,15895,1445,2445,12.215098280
42-800.0.99.0.1.0.005,4,15827,2141,3141,15.717734593
42-800.0.99.0.1.0.005,5,15885,2604,3604,18.40706869
42-800.0.99.0.1.0.005,6,16093,2261,3261,16.335234567
42-800.0.99.0.1.0.005,7,15826,1832,2832,14.146647735
42-800.0.99.0.1.0.005,8,15833,2770,3770,18.860961160
42-800.0.99.0.1.0.005,9,15857,1882,2882,14.380290910
