ID,iExec,FO,IterAlvo,TotalIter,Tempo
24-400.0.99.0.0.0.005,0,15771,2758,3758,22.384716137
24-400.0.99.0.0.0.005,1,15770,3038,4038,25.37870140
24-400.0.99.0.0.0.005,2,15775,2595,3595,22.289470898
24-400.0.99.0.0.0.005,3,15770,1854,2854,17.116005032
24-400.0.99.0.0.0.005,4,15771,2145,3145,19.408916230
24-400.0.99.0.0.0.005,5,15770,3460,4460,27.720290396
24-400.0.99.0.0.0.005,6,15770,1838,2838,19.311374836
24-400.0.99.0.0.0.005,7,15770,1783,2783,18.742734226
24-400.0.99.0.0.0.005,8,15770,2618,3618,19.963968497
24-400.0.99.0.0.0.005,9,15770,1964,2964,16.279867231
