ID,iExec,FO,IterAlvo,TotalIter,Tempo
1-200.0.95.0.0.0.01,0,15770,2645,3645,6.483354682
1-200.0.95.0.0.0.01,1,15770,3024,4024,7.122137966
1-200.0.95.0.0.0.01,2,15770,3052,4052,7.261792685
1-200.0.95.0.0.0.01,3,15770,2459,3459,6.144296440
1-200.0.95.0.0.0.01,4,15773,1796,2796,4.987592538
1-200.0.95.0.0.0.01,5,15770,2095,3095,5.504465657
1-200.0.95.0.0.0.01,6,15771,1584,2584,4.779467047
1-200.0.95.0.0.0.01,7,15771,2884,3884,5.557272812
1-200.0.95.0.0.0.01,8,15770,2681,3681,4.257856385
1-200.0.95.0.0.0.01,9,15770,2602,3602,4.234792391
