ID,iExec,FO,IterAlvo,TotalIter,Tempo
44-800.0.99.1.0.0.005,0,15770,1384,2384,9.293520074
44-800.0.99.1.0.0.005,1,15770,1607,2607,16.801536524
44-800.0.99.1.0.0.005,2,15770,1725,2725,17.511159132
44-800.0.99.1.0.0.005,3,15770,1162,2162,13.823555215
44-800.0.99.1.0.0.005,4,15770,1462,2462,15.983302309
44-800.0.99.1.0.0.005,5,15770,1890,2890,18.661592531
44-800.0.99.1.0.0.005,6,15770,1133,2133,13.670656979
44-800.0.99.1.0.0.005,7,15770,1342,2342,15.82138528
44-800.0.99.1.0.0.005,8,15770,847,1847,11.929165789
44-800.0.99.1.0.0.005,9,15775,1031,2031,13.61239289
