ID,iExec,FO,IterAlvo,TotalIter,Tempo
23-400.0.95.1.1.0.01,0,15903,1113,2113,14.431537645
23-400.0.95.1.1.0.01,1,15861,2341,3341,24.624422611
23-400.0.95.1.1.0.01,2,15879,2443,3443,25.744626022
23-400.0.95.1.1.0.01,3,15875,2649,3649,24.911774844
23-400.0.95.1.1.0.01,4,15826,2123,3123,22.185977825
23-400.0.95.1.1.0.01,5,15849,2363,3363,23.250437702
23-400.0.95.1.1.0.01,6,16177,2270,3270,23.28924699
23-400.0.95.1.1.0.01,7,15818,2955,3955,28.759326766
23-400.0.95.1.1.0.01,8,15903,2181,3181,23.658253993
23-400.0.95.1.1.0.01,9,15958,2620,3620,24.587353790
