ID,iExec,FO,IterAlvo,TotalIter,Tempo
33-800.0.95.0.0.0.01,0,15770,767,1767,8.624809615
33-800.0.95.0.0.0.01,1,15770,1001,2001,9.809003659
33-800.0.95.0.0.0.01,2,15770,789,1789,8.677575824
33-800.0.95.0.0.0.01,3,15770,603,1603,7.806176453
33-800.0.95.0.0.0.01,4,15775,784,1784,8.699112523
33-800.0.95.0.0.0.01,5,15770,678,1678,8.163017127
33-800.0.95.0.0.0.01,6,15770,546,1546,7.538037460
33-800.0.95.0.0.0.01,7,15770,482,1482,7.275447359
33-800.0.95.0.0.0.01,8,15770,455,1455,7.53088685
33-800.0.95.0.0.0.01,9,15770,856,1856,9.49197111
