ID,iExec,FO,IterAlvo,TotalIter,Tempo
30-400.0.99.1.1.0.005,0,16074,4023,5023,25.591040578
30-400.0.99.1.1.0.005,1,15818,4059,5059,24.120956143
30-400.0.99.1.1.0.005,2,16000,4219,5219,25.142468663
30-400.0.99.1.1.0.005,3,16010,3160,4160,20.824604788
30-400.0.99.1.1.0.005,4,15828,3802,4802,22.865889351
30-400.0.99.1.1.0.005,5,15931,3393,4393,23.203493677
30-400.0.99.1.1.0.005,6,15951,2837,3837,18.802790431
30-400.0.99.1.1.0.005,7,15824,3878,4161,30.144288079
30-400.0.99.1.1.0.005,8,15981,1777,1826,30.95963179
30-400.0.99.1.1.0.005,9,16081,1760,1789,30.55014271
