ID,iExec,FO,IterAlvo,TotalIter,Tempo
34-800.0.95.0.1.0.005,0,15819,1923,2923,14.41390825
34-800.0.95.0.1.0.005,1,15845,2615,3615,17.376640934
34-800.0.95.0.1.0.005,2,15848,2438,3438,16.524243356
34-800.0.95.0.1.0.005,3,15829,1277,2277,10.937164961
34-800.0.95.0.1.0.005,4,15862,1178,2178,10.458165497
34-800.0.95.0.1.0.005,5,15928,2340,3340,16.17264778
34-800.0.95.0.1.0.005,6,15830,3122,4122,19.760962512
34-800.0.95.0.1.0.005,7,15851,1414,2414,11.547390247
34-800.0.95.0.1.0.005,8,15958,2123,3123,15.19341961
34-800.0.95.0.1.0.005,9,15802,2441,3441,16.523792251
