ID,iExec,FO,IterAlvo,TotalIter,Tempo
17-400.0.95.0.0.0.01,0,15775,1227,2227,13.521502457
17-400.0.95.0.0.0.01,1,15770,1247,2247,14.66040847
17-400.0.95.0.0.0.01,2,15775,933,1933,12.413708059
17-400.0.95.0.0.0.01,3,15770,1207,2207,13.174619262
17-400.0.95.0.0.0.01,4,15770,2130,3130,20.110626982
17-400.0.95.0.0.0.01,5,15770,1781,2781,17.216311558
17-400.0.95.0.0.0.01,6,15770,1188,2188,13.355144034
17-400.0.95.0.0.0.01,7,15770,1216,2216,12.595335990
17-400.0.95.0.0.0.01,8,15770,1097,2097,12.883903195
17-400.0.95.0.0.0.01,9,15770,1459,2459,14.907393908
