ID,iExec,FO,IterAlvo,TotalIter,Tempo
47-800.0.99.1.1.0.01,0,15834,1016,2016,6.417183594
47-800.0.99.1.1.0.01,1,15915,997,1997,6.348550515
47-800.0.99.1.1.0.01,2,15876,807,1807,5.721138485
47-800.0.99.1.1.0.01,3,15845,1235,2235,7.74569900
47-800.0.99.1.1.0.01,4,15823,934,1934,6.114064004
47-800.0.99.1.1.0.01,5,15803,842,1842,5.824934104
47-800.0.99.1.1.0.01,6,15861,683,1683,5.363544637
47-800.0.99.1.1.0.01,7,15893,949,1949,6.258565945
47-800.0.99.1.1.0.01,8,15835,1558,2558,8.188962334
47-800.0.99.1.1.0.01,9,15794,1005,2005,6.348089370
