ID,iExec,FO,IterAlvo,TotalIter,Tempo
27-400.0.99.0.1.0.01,0,15921,1912,2718,30.101368047
27-400.0.99.0.1.0.01,1,15995,1508,2508,29.701417946
27-400.0.99.0.1.0.01,2,15853,1616,2616,17.173013072
27-400.0.99.0.1.0.01,3,15884,2041,3041,16.431980418
27-400.0.99.0.1.0.01,4,16008,2364,3364,21.522462525
27-400.0.99.0.1.0.01,5,15825,1471,2471,14.756039926
27-400.0.99.0.1.0.01,6,15923,1968,2968,16.91040032
27-400.0.99.0.1.0.01,7,15831,2140,3140,18.177068796
27-400.0.99.0.1.0.01,8,15929,1639,2639,13.851451763
27-400.0.99.0.1.0.01,9,16022,3544,4544,27.498597776
