ID,iExec,FO,IterAlvo,TotalIter,Tempo
18-400.0.95.0.1.0.005,0,15804,2232,3232,18.279411644
18-400.0.95.0.1.0.005,1,15781,3939,4771,30.19354266
18-400.0.95.0.1.0.005,2,15868,4360,4838,30.98872455
18-400.0.95.0.1.0.005,3,15846,3617,4617,27.959498770
18-400.0.95.0.1.0.005,4,15786,3803,4757,30.12763315
18-400.0.95.0.1.0.005,5,15998,2336,3336,20.824586214
18-400.0.95.0.1.0.005,6,15868,4623,4854,30.32675232
18-400.0.95.0.1.0.005,7,15846,2953,3953,24.771392794
18-400.0.95.0.1.0.005,8,15843,3312,4312,25.544953496
18-400.0.95.0.1.0.005,9,15801,4642,4977,30.82132531
