ID,iExec,FO,IterAlvo,TotalIter,Tempo
16-400.0.95.0.0.0.005,0,14799,2017,3017,19.67125973
16-400.0.95.0.0.0.005,1,14803,1675,2675,15.827433208
16-400.0.95.0.0.0.005,2,14805,2160,3160,19.218573123
16-400.0.95.0.0.0.005,3,14800,1156,2156,14.11429847
16-400.0.95.0.0.0.005,4,14798,1588,2588,14.810008816
16-400.0.95.0.0.0.005,5,14800,1996,2996,20.614603031
16-400.0.95.0.0.0.005,6,14799,1832,2832,17.815010895
16-400.0.95.0.0.0.005,7,14798,3236,4236,25.150879068
16-400.0.95.0.0.0.005,8,14799,2755,3755,23.555620781
16-400.0.95.0.0.0.005,9,14799,1529,2529,14.828779145
