ID,iExec,FO,IterAlvo,TotalIter,Tempo
24-400.0.99.0.0.0.005,0,14799,2184,3184,21.500226598
24-400.0.99.0.0.0.005,1,14798,1821,2821,17.980348688
24-400.0.99.0.0.0.005,2,14799,1730,2730,18.118198166
24-400.0.99.0.0.0.005,3,14799,1004,2004,11.910544713
24-400.0.99.0.0.0.005,4,14799,1861,2861,18.735097486
24-400.0.99.0.0.0.005,5,14799,1445,2445,16.211765217
24-400.0.99.0.0.0.005,6,14798,1598,2598,16.697826359
24-400.0.99.0.0.0.005,7,14798,3534,4534,29.782551938
24-400.0.99.0.0.0.005,8,14798,2389,3389,21.117123812
24-400.0.99.0.0.0.005,9,14799,2109,3109,19.662327544
