ID,iExec,FO,IterAlvo,TotalIter,Tempo
35-800.0.95.0.1.0.01,0,14828,846,1846,8.937162739
35-800.0.95.0.1.0.01,1,14940,1115,2115,10.256920664
35-800.0.95.0.1.0.01,2,14824,1676,2676,12.944577755
35-800.0.95.0.1.0.01,3,14868,1047,2047,9.963400643
35-800.0.95.0.1.0.01,4,14848,1055,2055,9.969319224
35-800.0.95.0.1.0.01,5,14944,1034,2034,9.908340623
35-800.0.95.0.1.0.01,6,14831,1252,2252,10.952788492
35-800.0.95.0.1.0.01,7,14821,823,1823,8.800727188
35-800.0.95.0.1.0.01,8,14959,1329,2329,11.249567948
35-800.0.95.0.1.0.01,9,14940,1270,2270,11.20030044
