ID,iExec,FO,IterAlvo,TotalIter,Tempo
19-400.0.95.0.1.0.01,0,14804,2171,3171,19.35039811
19-400.0.95.0.1.0.01,1,14926,2316,3316,20.69450744
19-400.0.95.0.1.0.01,2,14856,3078,4078,21.915772208
19-400.0.95.0.1.0.01,3,15226,1518,2518,13.831421809
19-400.0.95.0.1.0.01,4,14929,2242,3242,17.711516167
19-400.0.95.0.1.0.01,5,14811,2069,3069,14.698817675
19-400.0.95.0.1.0.01,6,14861,2016,3016,16.719815615
19-400.0.95.0.1.0.01,7,14881,2241,3241,18.326836920
19-400.0.95.0.1.0.01,8,14800,1947,2947,15.641600089
19-400.0.95.0.1.0.01,9,14811,3198,4198,25.290761191
