ID,iExec,FO,IterAlvo,TotalIter,Tempo
43-800.0.99.0.1.0.01,0,14818,1350,2350,11.811862995
43-800.0.99.0.1.0.01,1,14920,981,1981,9.878458541
43-800.0.99.0.1.0.01,2,14874,1211,2211,11.117979001
43-800.0.99.0.1.0.01,3,14843,1047,2047,10.263336953
43-800.0.99.0.1.0.01,4,14834,1203,2203,11.53440241
43-800.0.99.0.1.0.01,5,14855,981,1981,9.927502002
43-800.0.99.0.1.0.01,6,14837,1067,2067,10.374088493
43-800.0.99.0.1.0.01,7,14804,835,1835,9.224233877
43-800.0.99.0.1.0.01,8,14928,792,1792,8.954311622
43-800.0.99.0.1.0.01,9,14840,798,1798,8.997451948
