ID,iExec,FO,IterAlvo,TotalIter,Tempo
27-400.0.99.0.1.0.01,0,14851,2073,2312,30.95450801
27-400.0.99.0.1.0.01,1,14908,1514,2258,30.139887774
27-400.0.99.0.1.0.01,2,14818,2138,2552,30.1972471
27-400.0.99.0.1.0.01,3,14898,2107,2433,30.85247882
27-400.0.99.0.1.0.01,4,14825,1788,2517,30.20225878
27-400.0.99.0.1.0.01,5,14801,1786,2646,30.4256570
27-400.0.99.0.1.0.01,6,14814,2018,2631,30.30293207
27-400.0.99.0.1.0.01,7,14816,3568,3929,30.79844671
27-400.0.99.0.1.0.01,8,14902,1723,2723,14.849831861
27-400.0.99.0.1.0.01,9,14916,915,1915,11.681859056
