ID,iExec,FO,IterAlvo,TotalIter,Tempo
34-800.0.95.0.1.0.005,0,14837,1593,2593,12.523131491
34-800.0.95.0.1.0.005,1,14813,1741,2741,13.230276855
34-800.0.95.0.1.0.005,2,14807,2856,3856,18.576480453
34-800.0.95.0.1.0.005,3,14809,2392,3392,16.354291715
34-800.0.95.0.1.0.005,4,14800,1422,2422,11.695512543
34-800.0.95.0.1.0.005,5,14915,1435,2435,11.763078699
34-800.0.95.0.1.0.005,6,14902,2774,3774,18.145893938
34-800.0.95.0.1.0.005,7,14830,2212,3212,15.475224303
34-800.0.95.0.1.0.005,8,14803,1957,2957,14.270636024
34-800.0.95.0.1.0.005,9,14836,1804,2804,13.526737607
