ID,iExec,FO,IterAlvo,TotalIter,Tempo
20-400.0.95.1.0.0.005,0,14799,1239,2239,16.208512211
20-400.0.95.1.0.0.005,1,14802,1444,2444,19.558864022
20-400.0.95.1.0.0.005,2,14798,3722,4071,30.1014257
20-400.0.95.1.0.0.005,3,14798,3279,4050,30.132441129
20-400.0.95.1.0.0.005,4,14799,2061,3061,25.303650971
20-400.0.95.1.0.0.005,5,14798,1917,2917,23.591716336
20-400.0.95.1.0.0.005,6,14799,2123,3123,25.193590807
20-400.0.95.1.0.0.005,7,14802,1704,2704,22.350874337
20-400.0.95.1.0.0.005,8,14798,1456,2456,17.483691951
20-400.0.95.1.0.0.005,9,14798,3168,3833,30.35774368
