ID,iExec,FO,IterAlvo,TotalIter,Tempo
14-200.0.99.1.1.0.005,0,14861,4589,5589,19.698117726
14-200.0.99.1.1.0.005,1,14915,7111,8111,27.692678052
14-200.0.99.1.1.0.005,2,14947,3959,4959,17.557386384
14-200.0.99.1.1.0.005,3,14809,7939,8281,30.22422578
14-200.0.99.1.1.0.005,4,15145,3119,4119,15.176582467
14-200.0.99.1.1.0.005,5,14834,5502,6502,22.807922903
14-200.0.99.1.1.0.005,6,15126,5720,6720,25.86641827
14-200.0.99.1.1.0.005,7,15094,3930,4930,18.391149346
14-200.0.99.1.1.0.005,8,15006,5531,6531,22.503694771
14-200.0.99.1.1.0.005,9,14804,5371,6371,21.796256643
