ID,iExec,FO,IterAlvo,TotalIter,Tempo
4-200.0.95.1.0.0.005,0,14799,3016,4016,15.139334546
4-200.0.95.1.0.0.005,1,14800,4586,5586,20.456570958
4-200.0.95.1.0.0.005,2,14801,2983,3983,14.483724809
4-200.0.95.1.0.0.005,3,14798,2988,3988,14.467797326
4-200.0.95.1.0.0.005,4,14798,5424,6424,25.41712180
4-200.0.95.1.0.0.005,5,14804,4486,5486,20.664960159
4-200.0.95.1.0.0.005,6,14800,4090,5090,17.437603121
4-200.0.95.1.0.0.005,7,14820,2270,3270,11.663789990
4-200.0.95.1.0.0.005,8,14799,3805,4805,15.532301063
4-200.0.95.1.0.0.005,9,14798,4626,5626,19.419204586
