ID,iExec,FO,IterAlvo,TotalIter,Tempo
17-400.0.95.0.0.0.01,0,14798,1801,2801,18.797169910
17-400.0.95.0.0.0.01,1,14798,1219,2219,13.131091886
17-400.0.95.0.0.0.01,2,14805,1053,2053,13.485742617
17-400.0.95.0.0.0.01,3,14798,1403,2403,14.332408260
17-400.0.95.0.0.0.01,4,14798,1666,2666,16.804047909
17-400.0.95.0.0.0.01,5,14798,926,1926,12.213269547
17-400.0.95.0.0.0.01,6,14798,1606,2606,16.98487707
17-400.0.95.0.0.0.01,7,14799,1550,2550,16.157671188
17-400.0.95.0.0.0.01,8,14798,1511,2511,14.700070520
17-400.0.95.0.0.0.01,9,14798,1424,2424,14.764014534
