ID,iExec,FO,IterAlvo,TotalIter,Tempo
33-800.0.95.0.0.0.01,0,14798,517,1517,7.383342658
33-800.0.95.0.0.0.01,1,14798,618,1618,7.850891371
33-800.0.95.0.0.0.01,2,14799,958,1958,9.544823636
33-800.0.95.0.0.0.01,3,14798,580,1580,7.693720506
33-800.0.95.0.0.0.01,4,14798,645,1645,8.76533323
33-800.0.95.0.0.0.01,5,14799,572,1572,7.598715880
33-800.0.95.0.0.0.01,6,14798,551,1551,7.527914646
33-800.0.95.0.0.0.01,7,14798,674,1674,8.116925978
33-800.0.95.0.0.0.01,8,14799,390,1390,6.761785802
33-800.0.95.0.0.0.01,9,14799,1027,2027,9.846026385
