ID,iExec,FO,IterAlvo,TotalIter,Tempo
29-400.0.99.1.0.0.01,0,14798,1618,2618,12.828307002
29-400.0.99.1.0.0.01,1,14798,1486,2486,13.43030426
29-400.0.99.1.0.0.01,2,14798,1375,2375,15.282304809
29-400.0.99.1.0.0.01,3,14799,1223,1837,30.180063540
29-400.0.99.1.0.0.01,4,14798,961,1686,30.35395582
29-400.0.99.1.0.0.01,5,14798,1164,1977,30.158204185
29-400.0.99.1.0.0.01,6,14798,768,1738,30.74796566
29-400.0.99.1.0.0.01,7,14798,1448,1851,30.183321767
29-400.0.99.1.0.0.01,8,14798,1435,1739,30.25415928
29-400.0.99.1.0.0.01,9,14798,1581,1921,30.99743481
