ID,iExec,FO,IterAlvo,TotalIter,Tempo
37-800.0.95.1.0.0.01,0,14799,667,1667,10.455527241
37-800.0.95.1.0.0.01,1,14799,504,1504,9.398762571
37-800.0.95.1.0.0.01,2,14799,468,1468,9.121598293
37-800.0.95.1.0.0.01,3,14798,900,1900,11.905763022
37-800.0.95.1.0.0.01,4,14799,1167,2167,13.455657721
37-800.0.95.1.0.0.01,5,14798,753,1753,10.978493115
37-800.0.95.1.0.0.01,6,14798,645,1645,10.291006658
37-800.0.95.1.0.0.01,7,14799,616,1616,9.983608977
37-800.0.95.1.0.0.01,8,14799,571,1571,9.733645690
37-800.0.95.1.0.0.01,9,14798,541,1541,9.513970632
