ID,iExec,FO,IterAlvo,TotalIter,Tempo
28-400.0.99.1.0.0.005,0,14800,1333,1673,30.62067067
28-400.0.99.1.0.0.005,1,14805,1332,1745,30.99691488
28-400.0.99.1.0.0.005,2,14799,1621,1803,30.120228896
28-400.0.99.1.0.0.005,3,14801,1412,1781,30.3404308
28-400.0.99.1.0.0.005,4,14798,1466,1915,30.104535472
28-400.0.99.1.0.0.005,5,14799,1769,1856,30.134129637
28-400.0.99.1.0.0.005,6,14801,1361,1766,30.1047669
28-400.0.99.1.0.0.005,7,14800,1977,1984,30.65022067
28-400.0.99.1.0.0.005,8,14802,1559,1857,30.5573728
28-400.0.99.1.0.0.005,9,14810,1505,1694,30.216116901
