ID,iExec,FO,IterAlvo,TotalIter,Tempo
42-800.0.99.0.1.0.005,0,14800,2555,3555,17.645098412
42-800.0.99.0.1.0.005,1,14859,1661,2661,13.237352809
42-800.0.99.0.1.0.005,2,14807,1835,2835,14.75872811
42-800.0.99.0.1.0.005,3,14874,2239,3239,16.188387441
42-800.0.99.0.1.0.005,4,14898,1738,2738,13.651101885
42-800.0.99.0.1.0.005,5,14833,2805,3805,18.997793332
42-800.0.99.0.1.0.005,6,14947,2817,3817,18.976035767
42-800.0.99.0.1.0.005,7,14816,1688,2688,13.384511594
42-800.0.99.0.1.0.005,8,14903,2421,3421,17.96410754
42-800.0.99.0.1.0.005,9,14810,2689,3689,18.440419121
