ID,iExec,FO,IterAlvo,TotalIter,Tempo
21-400.0.95.1.0.0.01,0,14798,1547,2547,20.483173253
21-400.0.95.1.0.0.01,1,14799,737,1737,14.844377848
21-400.0.95.1.0.0.01,2,14799,1591,2591,20.56436670
21-400.0.95.1.0.0.01,3,14799,903,1903,14.323289387
21-400.0.95.1.0.0.01,4,14798,902,1902,14.563454800
21-400.0.95.1.0.0.01,5,14799,1375,2375,18.107919581
21-400.0.95.1.0.0.01,6,14798,1390,2390,19.44866314
21-400.0.95.1.0.0.01,7,14799,1070,2070,17.327742899
21-400.0.95.1.0.0.01,8,14798,1794,2794,21.690254918
21-400.0.95.1.0.0.01,9,14798,1262,2262,19.501209684
