ID,iExec,FO,IterAlvo,TotalIter,Tempo
13-200.0.99.1.0.0.01,0,14798,3290,4290,14.876610270
13-200.0.99.1.0.0.01,1,14798,1862,2862,10.491187280
13-200.0.99.1.0.0.01,2,14798,2730,3730,13.537328320
13-200.0.99.1.0.0.01,3,14804,2319,3319,10.231179612
13-200.0.99.1.0.0.01,4,14800,1349,2349,8.106764585
13-200.0.99.1.0.0.01,5,14798,2995,3995,16.802732887
13-200.0.99.1.0.0.01,6,14799,2232,3232,12.546434022
13-200.0.99.1.0.0.01,7,14798,2349,3349,13.335745578
13-200.0.99.1.0.0.01,8,14799,1909,2909,11.798630867
13-200.0.99.1.0.0.01,9,14798,2781,3781,14.293783244
