ID,iExec,FO,IterAlvo,TotalIter,Tempo
32-800.0.95.0.0.0.005,0,14798,823,1823,8.806079394
32-800.0.95.0.0.0.005,1,14798,770,1770,8.463827951
32-800.0.95.0.0.0.005,2,14799,1342,2342,11.305830503
32-800.0.95.0.0.0.005,3,14800,859,1859,8.969386524
32-800.0.95.0.0.0.005,4,14798,1116,2116,10.165699269
32-800.0.95.0.0.0.005,5,14799,1494,2494,12.13193975
32-800.0.95.0.0.0.005,6,14799,1702,2702,12.986212030
32-800.0.95.0.0.0.005,7,14799,1361,2361,11.358567382
32-800.0.95.0.0.0.005,8,14798,1682,2682,12.892503891
32-800.0.95.0.0.0.005,9,14798,1037,2037,9.765925342
