ID,iExec,FO,IterAlvo,TotalIter,Tempo
45-800.0.99.1.0.0.01,0,14798,555,1555,4.876199258
45-800.0.99.1.0.0.01,1,14798,902,1902,6.32435000
45-800.0.99.1.0.0.01,2,14798,583,1583,4.948347056
45-800.0.99.1.0.0.01,3,14798,869,1869,5.888557899
45-800.0.99.1.0.0.01,4,14799,590,1590,5.16410498
45-800.0.99.1.0.0.01,5,14799,609,1609,5.35301922
45-800.0.99.1.0.0.01,6,14798,482,1482,4.658151281
45-800.0.99.1.0.0.01,7,14798,671,1671,5.271044931
45-800.0.99.1.0.0.01,8,14798,695,1695,5.328537327
45-800.0.99.1.0.0.01,9,14799,463,1463,4.573035401
