ID,iExec,FO,IterAlvo,TotalIter,Tempo
0-200.0.95.0.0.0.005,0,14810,3197,4197,12.252516880
0-200.0.95.0.0.0.005,1,14801,4299,5299,15.919623776
0-200.0.95.0.0.0.005,2,14798,4330,5330,15.865447314
0-200.0.95.0.0.0.005,3,14802,3259,4259,12.704613228
0-200.0.95.0.0.0.005,4,14798,4512,5512,16.620853157
0-200.0.95.0.0.0.005,5,14801,2976,3976,12.130195330
0-200.0.95.0.0.0.005,6,14802,4473,5473,12.415973808
0-200.0.95.0.0.0.005,7,14800,3576,4576,11.83287650
0-200.0.95.0.0.0.005,8,14807,3736,4736,11.522867879
0-200.0.95.0.0.0.005,9,14798,5910,6910,15.820600076
