ID,iExec,FO,IterAlvo,TotalIter,Tempo
38-800.0.95.1.1.0.005,0,14846,2159,3159,19.484490657
38-800.0.95.1.1.0.005,1,14833,3197,4197,25.760902305
38-800.0.95.1.1.0.005,2,14820,1517,2517,15.436423073
38-800.0.95.1.1.0.005,3,14824,2594,3594,22.263241459
38-800.0.95.1.1.0.005,4,14862,1780,2780,17.80929452
38-800.0.95.1.1.0.005,5,14873,1798,2798,17.217725327
38-800.0.95.1.1.0.005,6,14903,1940,2940,18.101497751
38-800.0.95.1.1.0.005,7,14810,3083,4083,25.349615381
38-800.0.95.1.1.0.005,8,14908,2155,3155,19.530483265
38-800.0.95.1.1.0.005,9,14813,1714,2714,16.781275377
