ID,iExec,FO,IterAlvo,TotalIter,Tempo
30-400.0.99.1.1.0.005,0,14825,2591,3591,18.66035841
30-400.0.99.1.1.0.005,1,14805,2981,3981,19.916749743
30-400.0.99.1.1.0.005,2,14842,4091,5091,25.208200011
30-400.0.99.1.1.0.005,3,14819,3863,4863,25.306334576
30-400.0.99.1.1.0.005,4,14821,2786,3786,18.926536380
30-400.0.99.1.1.0.005,5,14818,2575,3575,18.843070498
30-400.0.99.1.1.0.005,6,14831,3195,4195,21.13088688
30-400.0.99.1.1.0.005,7,14877,2422,3422,16.737754909
30-400.0.99.1.1.0.005,8,14803,3714,4714,24.635137024
30-400.0.99.1.1.0.005,9,14815,3644,4644,22.290646970
