ID,iExec,FO,IterAlvo,TotalIter,Tempo
2-200.0.95.0.1.0.005,0,14956,5583,6583,18.290105181
2-200.0.95.0.1.0.005,1,14855,7728,8728,22.714566425
2-200.0.95.0.1.0.005,2,14816,6186,7186,18.624246415
2-200.0.95.0.1.0.005,3,14948,6800,7800,19.734098784
2-200.0.95.0.1.0.005,4,15016,3088,4088,10.759910187
2-200.0.95.0.1.0.005,5,14807,5434,6434,15.970775307
2-200.0.95.0.1.0.005,6,14840,3496,4496,14.72777880
2-200.0.95.0.1.0.005,7,14843,3992,4992,14.691638564
2-200.0.95.0.1.0.005,8,14823,4807,5807,17.194755489
2-200.0.95.0.1.0.005,9,14806,7843,8843,24.769421241
