ID,iExec,FO,IterAlvo,TotalIter,Tempo
23-400.0.95.1.1.0.01,0,14957,2498,3498,29.48426016
23-400.0.95.1.1.0.01,1,14804,2080,3080,24.396562929
23-400.0.95.1.1.0.01,2,14938,3153,3698,30.76657630
23-400.0.95.1.1.0.01,3,14851,2141,3141,23.313360686
23-400.0.95.1.1.0.01,4,14818,1545,2545,18.806076104
23-400.0.95.1.1.0.01,5,14841,2343,3343,24.27460217
23-400.0.95.1.1.0.01,6,14809,2405,3405,24.875941044
23-400.0.95.1.1.0.01,7,14940,2526,3526,25.918200957
23-400.0.95.1.1.0.01,8,14837,3315,4315,29.879279339
23-400.0.95.1.1.0.01,9,14815,1733,2733,19.575142196
