ID,iExec,FO,IterAlvo,TotalIter,Tempo
25-400.0.99.0.0.0.01,0,14798,1208,2208,14.171452525
25-400.0.99.0.0.0.01,1,14799,1400,2400,14.822343479
25-400.0.99.0.0.0.01,2,14798,1003,2003,12.555372519
25-400.0.99.0.0.0.01,3,14798,1447,2447,15.497741789
25-400.0.99.0.0.0.01,4,14798,1655,2655,18.215541994
25-400.0.99.0.0.0.01,5,14798,1570,2570,15.719678587
25-400.0.99.0.0.0.01,6,14798,1216,2216,14.579776248
25-400.0.99.0.0.0.01,7,14798,1068,2068,13.459872196
25-400.0.99.0.0.0.01,8,14798,1673,2673,17.566557805
25-400.0.99.0.0.0.01,9,14798,1186,2186,13.373838864
