ID,iExec,FO,IterAlvo,TotalIter,Tempo
39-800.0.95.1.1.0.01,0,14855,1132,2132,13.225602574
39-800.0.95.1.1.0.01,1,14885,1426,2426,15.140994395
39-800.0.95.1.1.0.01,2,14800,1376,2376,14.796771041
39-800.0.95.1.1.0.01,3,14889,1032,2032,12.589221161
39-800.0.95.1.1.0.01,4,14896,980,1980,12.284071396
39-800.0.95.1.1.0.01,5,14804,1261,2261,14.6689717
39-800.0.95.1.1.0.01,6,14823,1004,2004,12.447655272
39-800.0.95.1.1.0.01,7,14910,772,1772,10.986462922
39-800.0.95.1.1.0.01,8,14961,1212,2212,13.833459173
39-800.0.95.1.1.0.01,9,14842,1367,2367,14.913094725
