ID,iExec,FO,IterAlvo,TotalIter,Tempo
36-800.0.95.1.0.0.005,0,14799,1232,2232,13.748708292
36-800.0.95.1.0.0.005,1,14798,1140,2140,13.294423577
36-800.0.95.1.0.0.005,2,14798,1245,2245,13.917808546
36-800.0.95.1.0.0.005,3,14799,1840,2840,17.560158467
36-800.0.95.1.0.0.005,4,14798,1769,2769,17.135711010
36-800.0.95.1.0.0.005,5,14798,2161,3161,19.403694671
36-800.0.95.1.0.0.005,6,14798,1238,2238,13.731258874
36-800.0.95.1.0.0.005,7,14798,1199,2199,13.436699119
36-800.0.95.1.0.0.005,8,14799,2267,3267,20.83959655
36-800.0.95.1.0.0.005,9,14798,1323,2323,14.250607677
