ID,iExec,FO,IterAlvo,TotalIter,Tempo
41-800.0.99.0.0.0.01,0,14798,575,1575,7.897652943
41-800.0.99.0.0.0.01,1,14798,585,1585,7.993605298
41-800.0.99.0.0.0.01,2,14799,1318,2318,11.698818521
41-800.0.99.0.0.0.01,3,14799,448,1448,7.337563247
41-800.0.99.0.0.0.01,4,14798,791,1791,9.51576646
41-800.0.99.0.0.0.01,5,14798,485,1485,7.509829140
41-800.0.99.0.0.0.01,6,14798,463,1463,7.404284448
41-800.0.99.0.0.0.01,7,14798,414,1414,7.90749023
41-800.0.99.0.0.0.01,8,14798,752,1752,8.856901475
41-800.0.99.0.0.0.01,9,14798,903,1903,9.598807187
