ID,iExec,FO,IterAlvo,TotalIter,Tempo
1-200.0.95.0.0.0.01,0,14800,1700,2700,8.510447992
1-200.0.95.0.0.0.01,1,14798,2651,3651,10.290512133
1-200.0.95.0.0.0.01,2,14798,3260,4260,12.632695582
1-200.0.95.0.0.0.01,3,14799,2277,3277,10.328468359
1-200.0.95.0.0.0.01,4,14798,2622,3622,11.186234093
1-200.0.95.0.0.0.01,5,14798,2193,3193,9.556445313
1-200.0.95.0.0.0.01,6,14798,2665,3665,11.88482060
1-200.0.95.0.0.0.01,7,14798,1988,2988,8.248751491
1-200.0.95.0.0.0.01,8,14798,2567,3567,10.190107520
1-200.0.95.0.0.0.01,9,14798,2431,3431,11.1007389
