ID,iExec,FO,IterAlvo,TotalIter,Tempo
8-200.0.99.0.0.0.005,0,14807,2300,3300,8.926779642
8-200.0.99.0.0.0.005,1,14804,4022,5022,14.323271741
8-200.0.99.0.0.0.005,2,14799,4593,5593,15.619242614
8-200.0.99.0.0.0.005,3,14801,1926,2926,7.869403045
8-200.0.99.0.0.0.005,4,14801,3625,4625,13.33658253
8-200.0.99.0.0.0.005,5,14811,3068,4068,11.394417641
8-200.0.99.0.0.0.005,6,14810,2789,3789,9.342375035
8-200.0.99.0.0.0.005,7,14808,3976,4976,13.637457573
8-200.0.99.0.0.0.005,8,14800,3221,4221,12.124373802
8-200.0.99.0.0.0.005,9,14802,2901,3901,11.332618677
