ID,iExec,FO,IterAlvo,TotalIter,Tempo
5-200.0.95.1.0.0.01,0,14810,2521,3521,13.197679808
5-200.0.95.1.0.0.01,1,14798,2309,3309,13.88700799
5-200.0.95.1.0.0.01,2,14798,2164,3164,12.165306330
5-200.0.95.1.0.0.01,3,14798,1494,2494,10.245852702
5-200.0.95.1.0.0.01,4,14799,1732,2732,11.22568368
5-200.0.95.1.0.0.01,5,14798,2064,3064,10.705883395
5-200.0.95.1.0.0.01,6,14799,1982,2982,10.227272178
5-200.0.95.1.0.0.01,7,14798,3258,4258,17.605751005
5-200.0.95.1.0.0.01,8,14798,3018,4018,16.195006413
5-200.0.95.1.0.0.01,9,14800,1931,2931,11.235668966
