ID,iExec,FO,IterAlvo,TotalIter,Tempo
47-800.0.99.1.1.0.01,0,14865,939,1939,6.64328282
47-800.0.99.1.1.0.01,1,14820,1035,2035,6.427265796
47-800.0.99.1.1.0.01,2,14881,1037,2037,6.422418992
47-800.0.99.1.1.0.01,3,14888,779,1779,5.637365905
47-800.0.99.1.1.0.01,4,14937,991,1991,6.262045400
47-800.0.99.1.1.0.01,5,14855,1181,2181,6.859016563
47-800.0.99.1.1.0.01,6,14812,932,1932,6.139211440
47-800.0.99.1.1.0.01,7,14859,827,1827,5.841579283
47-800.0.99.1.1.0.01,8,14956,1043,2043,6.522376437
47-800.0.99.1.1.0.01,9,14878,868,1868,5.941679201
